,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Price,Open,High,Low,Change %,0,1,2,3,4,5,6,0.1,1.1,2.1,3.1,4.1,5.1,6.1,0.2,1.2,2.2,3.2,4.2,5.2,6.2,0,1,2,3,4,5,6
774,774.0,774.0,774.0,774.0,1/22/1993,6.76,6.76,6.76,6.76,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,775.0,775.0,775.0,775.0,1/25/1993,6.76,6.76,6.76,6.76,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,776.0,776.0,776.0,776.0,1/26/1993,6.8,6.8,6.8,6.8,0.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,777.0,777.0,777.0,777.0,1/27/1993,5.74,5.74,5.74,5.74,-15.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,778.0,778.0,778.0,778.0,1/28/1993,5.78,5.78,5.78,5.78,0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,779.0,779.0,779.0,779.0,1/29/1993,5.74,5.74,5.74,5.74,-0.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,780.0,780.0,780.0,780.0,2/4/1994,5.375,5.375,5.375,5.375,-6.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,781.0,781.0,781.0,781.0,2/7/1994,5.38,5.38,5.38,5.38,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,782.0,782.0,782.0,782.0,2/8/1994,5.06,5.06,5.06,5.06,-5.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,783.0,783.0,783.0,783.0,2/9/1994,5.12,5.12,5.12,5.12,1.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,784.0,784.0,784.0,784.0,2/10/1994,5.09,5.09,5.09,5.09,-0.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,785.0,785.0,785.0,785.0,2/11/1994,5.18,5.18,5.18,5.18,1.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,786.0,786.0,786.0,786.0,2/21/1994,5.0,5.0,5.0,5.0,-3.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,787.0,787.0,787.0,787.0,4/5/1994,5.18,5.18,5.18,5.18,3.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,788.0,788.0,788.0,788.0,4/6/1994,5.12,5.12,5.12,5.12,-1.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,789.0,789.0,789.0,789.0,4/7/1994,5.06,5.06,5.06,5.06,-1.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,790.0,790.0,790.0,790.0,4/8/1994,5.1,5.1,5.1,5.1,0.79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,791.0,791.0,791.0,791.0,4/21/1994,5.12,5.12,5.12,5.12,0.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,792.0,792.0,792.0,792.0,4/29/1994,5.06,5.06,5.06,5.06,-1.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,793.0,793.0,793.0,793.0,5/2/1994,4.94,4.94,4.94,4.94,-2.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,794.0,794.0,794.0,794.0,5/3/1994,5.0,5.0,5.0,5.0,1.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,795.0,795.0,795.0,795.0,5/4/1994,5.0,5.0,5.0,5.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,796.0,796.0,796.0,796.0,5/5/1994,5.06,5.06,5.06,5.06,1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,797.0,797.0,797.0,797.0,5/6/1994,5.06,5.06,5.06,5.06,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,798.0,798.0,798.0,798.0,5/23/1994,5.06,5.06,5.06,5.06,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,799.0,799.0,799.0,799.0,5/24/1994,4.94,4.94,4.94,4.94,-2.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,800.0,800.0,800.0,800.0,5/25/1994,4.94,4.94,4.94,4.94,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,801.0,801.0,801.0,801.0,5/26/1994,4.9,4.9,4.9,4.9,-0.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,802.0,802.0,802.0,802.0,5/27/1994,4.94,4.94,4.94,4.94,0.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,803.0,803.0,803.0,803.0,5/30/1994,4.94,4.94,4.94,4.94,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,804.0,804.0,804.0,804.0,6/10/1994,4.88,4.88,4.88,4.88,-1.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,805.0,805.0,805.0,805.0,6/24/1994,4.81,4.81,4.81,4.81,-1.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,806.0,806.0,806.0,806.0,6/27/1994,4.93,4.93,4.93,4.93,2.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,807.0,807.0,807.0,807.0,6/28/1994,4.9,4.9,4.9,4.9,-0.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,808.0,808.0,808.0,808.0,6/29/1994,4.96,4.96,4.96,4.96,1.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,809.0,809.0,809.0,809.0,6/30/1994,4.94,4.94,4.94,4.94,-0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,810.0,810.0,810.0,810.0,7/1/1994,4.94,4.94,4.94,4.94,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,811.0,811.0,811.0,811.0,7/11/1994,4.93,4.93,4.93,4.93,-0.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,812.0,812.0,812.0,812.0,7/12/1994,4.93,4.93,4.93,4.93,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,813.0,813.0,813.0,813.0,7/13/1994,4.93,4.93,4.93,4.93,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,814.0,814.0,814.0,814.0,7/14/1994,4.87,4.87,4.87,4.87,-1.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,815.0,815.0,815.0,815.0,7/15/1994,4.87,4.87,4.87,4.87,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,816.0,816.0,816.0,816.0,7/18/1994,4.93,4.93,4.93,4.93,1.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,817.0,817.0,817.0,817.0,7/19/1994,5.06,5.06,5.06,5.06,2.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,818.0,818.0,818.0,818.0,7/20/1994,5.0,5.0,5.0,5.0,-1.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,819.0,819.0,819.0,819.0,7/21/1994,4.93,4.93,4.93,4.93,-1.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,820.0,820.0,820.0,820.0,7/22/1994,5.0,5.0,5.0,5.0,1.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,821.0,821.0,821.0,821.0,7/25/1994,5.06,5.06,5.06,5.06,1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,822.0,822.0,822.0,822.0,7/26/1994,5.12,5.12,5.12,5.12,1.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,823.0,823.0,823.0,823.0,7/27/1994,5.1,5.1,5.1,5.1,-0.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,824.0,824.0,824.0,824.0,7/28/1994,5.12,5.12,5.12,5.12,0.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,825.0,825.0,825.0,825.0,7/29/1994,5.62,5.62,5.62,5.62,9.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,826.0,826.0,826.0,826.0,8/1/1994,5.43,5.43,5.43,5.43,-3.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,827.0,827.0,827.0,827.0,8/2/1994,5.31,5.31,5.31,5.31,-2.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,828.0,828.0,828.0,828.0,8/3/1994,5.19,5.19,5.19,5.19,-2.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,829.0,829.0,829.0,829.0,8/4/1994,5.07,5.07,5.07,5.07,-2.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,830.0,830.0,830.0,830.0,8/29/1994,5.0,5.0,5.0,5.0,-1.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,831.0,831.0,831.0,831.0,10/5/1994,5.53,5.53,5.53,5.53,10.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,832.0,832.0,832.0,832.0,10/6/1994,5.53,5.53,5.53,5.53,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,833.0,833.0,833.0,833.0,10/7/1994,5.43,5.43,5.43,5.43,-1.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,834.0,834.0,834.0,834.0,10/10/1994,5.43,5.43,5.43,5.43,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,835.0,835.0,835.0,835.0,10/11/1994,5.54,5.54,5.54,5.54,2.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,836.0,836.0,836.0,836.0,10/12/1994,5.46,5.46,5.46,5.46,-1.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,837.0,837.0,837.0,837.0,10/13/1994,5.46,5.46,5.46,5.46,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,838.0,838.0,838.0,838.0,10/14/1994,5.43,5.43,5.43,5.43,-0.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,839.0,839.0,839.0,839.0,10/17/1994,5.5,5.5,5.5,5.5,1.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,840.0,840.0,840.0,840.0,10/18/1994,5.53,5.53,5.53,5.53,0.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,841.0,841.0,841.0,841.0,10/19/1994,5.62,5.62,5.62,5.62,1.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,842.0,842.0,842.0,842.0,10/20/1994,5.44,5.44,5.44,5.44,-3.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,843.0,843.0,843.0,843.0,10/21/1994,5.43,5.43,5.43,5.43,-0.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,844.0,844.0,844.0,844.0,10/24/1994,5.5,5.5,5.5,5.5,1.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,845.0,845.0,845.0,845.0,10/25/1994,5.44,5.44,5.44,5.44,-1.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,846.0,846.0,846.0,846.0,10/26/1994,5.5,5.5,5.5,5.5,1.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,847.0,847.0,847.0,847.0,10/27/1994,5.46,5.46,5.46,5.46,-0.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,848.0,848.0,848.0,848.0,10/28/1994,5.44,5.44,5.44,5.44,-0.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,849.0,849.0,849.0,849.0,10/31/1994,5.56,5.56,5.56,5.56,2.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,850.0,850.0,850.0,850.0,11/1/1994,5.81,5.81,5.81,5.81,4.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,851.0,851.0,851.0,851.0,11/21/1994,5.62,5.62,5.62,5.62,-3.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,852.0,852.0,852.0,852.0,12/1/1994,5.61,5.61,5.61,5.61,-0.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,853.0,853.0,853.0,853.0,12/2/1994,5.68,5.68,5.68,5.68,1.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,854.0,854.0,854.0,854.0,12/5/1994,5.78,5.78,5.78,5.78,1.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,855.0,855.0,855.0,855.0,12/6/1994,5.81,5.81,5.81,5.81,0.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,856.0,856.0,856.0,856.0,12/7/1994,6.12,6.12,6.12,6.12,5.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,857.0,857.0,857.0,857.0,12/8/1994,6.12,6.12,6.12,6.12,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,858.0,858.0,858.0,858.0,12/9/1994,6.12,6.12,6.12,6.12,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,859.0,859.0,859.0,859.0,12/19/1994,5.93,5.93,5.93,5.93,-3.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,860.0,860.0,860.0,860.0,12/20/1994,5.9,5.9,5.9,5.9,-0.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,861.0,861.0,861.0,861.0,12/21/1994,5.93,5.93,5.93,5.93,0.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,862.0,862.0,862.0,862.0,12/22/1994,5.81,5.81,5.81,5.81,-2.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,863.0,863.0,863.0,863.0,12/23/1994,5.94,5.94,5.94,5.94,2.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,864.0,864.0,864.0,864.0,12/28/1994,6.0,6.0,6.0,6.0,1.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,865.0,865.0,865.0,865.0,12/29/1994,6.0,6.0,6.0,6.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,866.0,866.0,866.0,866.0,12/30/1994,6.06,6.06,6.06,6.06,1.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,867.0,867.0,867.0,867.0,1/3/1995,6.12,6.12,6.12,6.12,0.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,868.0,868.0,868.0,868.0,1/4/1995,6.09,6.09,6.09,6.09,-0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,869.0,869.0,869.0,869.0,1/5/1995,6.03,6.03,6.03,6.03,-0.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,870.0,870.0,870.0,870.0,1/6/1995,6.0,6.0,6.0,6.0,-0.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,871.0,871.0,871.0,871.0,1/9/1995,6.03,6.03,6.03,6.03,0.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,872.0,872.0,872.0,872.0,1/24/1995,6.31,6.31,6.31,6.31,4.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,873.0,873.0,873.0,873.0,2/13/1995,6.62,6.62,6.62,6.62,4.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,874.0,874.0,874.0,874.0,2/14/1995,6.62,6.62,6.62,6.62,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,875.0,875.0,875.0,875.0,2/15/1995,6.56,6.56,6.56,6.56,-0.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,876.0,876.0,876.0,876.0,2/16/1995,6.5,6.5,6.5,6.5,-0.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,877.0,877.0,877.0,877.0,2/17/1995,6.5,6.5,6.5,6.5,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,878.0,878.0,878.0,878.0,2/20/1995,6.56,6.56,6.56,6.56,0.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,879.0,879.0,879.0,879.0,4/3/1995,6.34,6.34,6.34,6.34,-3.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,880.0,880.0,880.0,880.0,4/4/1995,6.31,6.31,6.31,6.31,-0.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,881.0,881.0,881.0,881.0,4/5/1995,6.25,6.25,6.25,6.25,-0.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,882.0,882.0,882.0,882.0,4/25/1995,6.5,6.5,6.5,6.5,4.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,883.0,883.0,883.0,883.0,4/26/1995,6.5,6.5,6.5,6.5,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,884.0,884.0,884.0,884.0,5/5/1995,6.75,6.75,6.75,6.75,3.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,885.0,885.0,885.0,885.0,5/22/1995,6.25,6.25,6.25,6.25,-7.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,886.0,886.0,886.0,886.0,5/23/1995,6.18,6.18,6.18,6.18,-1.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,887.0,887.0,887.0,887.0,5/24/1995,6.15,6.15,6.15,6.15,-0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,888.0,888.0,888.0,888.0,5/25/1995,6.18,6.18,6.18,6.18,0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,889.0,889.0,889.0,889.0,5/26/1995,6.31,6.31,6.31,6.31,2.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,890.0,890.0,890.0,890.0,5/30/1995,6.37,6.37,6.37,6.37,0.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,891.0,891.0,891.0,891.0,5/31/1995,6.43,6.43,6.43,6.43,0.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,892.0,892.0,892.0,892.0,6/1/1995,6.37,6.37,6.37,6.37,-0.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,893.0,893.0,893.0,893.0,6/2/1995,6.37,6.37,6.37,6.37,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,894.0,894.0,894.0,894.0,6/5/1995,6.37,6.37,6.37,6.37,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,895.0,895.0,895.0,895.0,6/6/1995,6.37,6.37,6.37,6.37,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,896.0,896.0,896.0,896.0,6/7/1995,6.37,6.37,6.37,6.37,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,897.0,897.0,897.0,897.0,6/8/1995,6.43,6.43,6.43,6.43,0.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,898.0,898.0,898.0,898.0,6/9/1995,6.37,6.37,6.37,6.37,-0.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,899.0,899.0,899.0,899.0,6/26/1995,6.56,6.56,6.56,6.56,2.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,900.0,900.0,900.0,900.0,6/27/1995,6.75,6.75,6.75,6.75,2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,901.0,901.0,901.0,901.0,6/28/1995,6.69,6.69,6.69,6.69,-0.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,902.0,902.0,902.0,902.0,6/29/1995,6.62,6.62,6.62,6.62,-1.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,903.0,903.0,903.0,903.0,7/31/1995,6.75,6.75,6.75,6.75,1.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,904.0,904.0,904.0,904.0,8/25/1995,6.68,6.68,6.68,6.68,-1.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,905.0,905.0,905.0,905.0,9/15/1995,6.71,6.71,6.71,6.71,0.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,906.0,906.0,906.0,906.0,9/18/1995,6.75,6.75,6.75,6.75,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,907.0,907.0,907.0,907.0,9/19/1995,6.68,6.68,6.68,6.68,-1.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,908.0,908.0,908.0,908.0,9/20/1995,6.88,6.88,6.88,6.88,2.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,909.0,909.0,909.0,909.0,9/21/1995,6.71,6.71,6.71,6.71,-2.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,910.0,910.0,910.0,910.0,9/22/1995,6.81,6.81,6.81,6.81,1.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,911.0,911.0,911.0,911.0,12/27/1995,6.81,6.81,6.81,6.81,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,912.0,912.0,912.0,912.0,12/28/1995,6.68,6.68,6.68,6.68,-1.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,913.0,913.0,913.0,913.0,12/29/1995,6.56,6.56,6.56,6.56,-1.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,914.0,914.0,914.0,914.0,1/2/1996,6.44,6.44,6.44,6.44,-1.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,915.0,915.0,915.0,915.0,1/3/1996,6.37,6.37,6.37,6.37,-1.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,916.0,916.0,916.0,916.0,1/4/1996,6.43,6.43,6.43,6.43,0.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,917.0,917.0,917.0,917.0,1/5/1996,6.5,6.5,6.5,6.5,1.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,918.0,918.0,918.0,918.0,1/8/1996,6.56,6.56,6.56,6.56,0.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,919.0,919.0,919.0,919.0,1/9/1996,6.44,6.44,6.44,6.44,-1.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,920.0,920.0,920.0,920.0,1/10/1996,6.44,6.44,6.44,6.44,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,921.0,921.0,921.0,921.0,1/11/1996,6.43,6.43,6.43,6.43,-0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,922.0,922.0,922.0,922.0,1/12/1996,6.44,6.44,6.44,6.44,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,923.0,923.0,923.0,923.0,1/15/1996,6.43,6.43,6.43,6.43,-0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,924.0,924.0,924.0,924.0,1/16/1996,6.44,6.44,6.44,6.44,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,925.0,925.0,925.0,925.0,1/17/1996,6.38,6.38,6.38,6.38,-0.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,926.0,926.0,926.0,926.0,1/18/1996,6.25,6.25,6.25,6.25,-2.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,927.0,927.0,927.0,927.0,1/19/1996,6.31,6.31,6.31,6.31,0.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,928.0,928.0,928.0,928.0,1/22/1996,6.19,6.19,6.19,6.19,-1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,929.0,929.0,929.0,929.0,1/23/1996,6.19,6.19,6.19,6.19,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,930.0,930.0,930.0,930.0,1/24/1996,6.19,6.19,6.19,6.19,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,931.0,931.0,931.0,931.0,1/25/1996,6.19,6.19,6.19,6.19,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,932.0,932.0,932.0,932.0,1/26/1996,6.19,6.19,6.19,6.19,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,933.0,933.0,933.0,933.0,1/29/1996,6.31,6.31,6.31,6.31,1.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,934.0,934.0,934.0,934.0,1/30/1996,6.21,6.21,6.21,6.21,-1.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,935.0,935.0,935.0,935.0,1/31/1996,6.2,6.2,6.2,6.2,-0.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,936.0,936.0,936.0,936.0,2/1/1996,6.18,6.18,6.18,6.18,-0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,937.0,937.0,937.0,937.0,2/2/1996,6.21,6.21,6.21,6.21,0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,938.0,938.0,938.0,938.0,2/5/1996,6.28,6.28,6.28,6.28,1.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,939.0,939.0,939.0,939.0,2/6/1996,6.25,6.25,6.25,6.25,-0.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,940.0,940.0,940.0,940.0,2/7/1996,6.2,6.2,6.2,6.2,-0.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,941.0,941.0,941.0,941.0,2/8/1996,6.25,6.25,6.25,6.25,0.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,942.0,942.0,942.0,942.0,2/9/1996,6.28,6.28,6.28,6.28,0.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,943.0,943.0,943.0,943.0,2/12/1996,6.25,6.25,6.25,6.25,-0.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,944.0,944.0,944.0,944.0,2/13/1996,6.28,6.28,6.28,6.28,0.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,945.0,945.0,945.0,945.0,2/14/1996,6.12,6.12,6.12,6.12,-2.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,946.0,946.0,946.0,946.0,2/15/1996,6.31,6.31,6.31,6.31,3.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,947.0,947.0,947.0,947.0,2/16/1996,6.28,6.28,6.28,6.28,-0.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,948.0,948.0,948.0,948.0,2/19/1996,6.22,6.22,6.22,6.22,-0.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,949.0,949.0,949.0,949.0,2/20/1996,6.25,6.25,6.25,6.25,0.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,950.0,950.0,950.0,950.0,2/21/1996,6.2,6.2,6.2,6.2,-0.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,951.0,951.0,951.0,951.0,2/22/1996,6.18,6.18,6.18,6.18,-0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,952.0,952.0,952.0,952.0,2/23/1996,6.15,6.15,6.15,6.15,-0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,953.0,953.0,953.0,953.0,2/26/1996,6.18,6.18,6.18,6.18,0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,954.0,954.0,954.0,954.0,2/27/1996,6.15,6.15,6.15,6.15,-0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,955.0,955.0,955.0,955.0,2/28/1996,6.37,6.37,6.37,6.37,3.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,956.0,956.0,956.0,956.0,2/29/1996,6.31,6.31,6.31,6.31,-0.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,957.0,957.0,957.0,957.0,3/1/1996,6.14,6.14,6.14,6.14,-2.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,958.0,958.0,958.0,958.0,3/4/1996,6.06,6.06,6.06,6.06,-1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,959.0,959.0,959.0,959.0,3/5/1996,6.0,6.0,6.0,6.0,-0.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
